NJN,Dikembe Mutombo,16105264
NJN,Jason Kidd,9265000
NJN,Kerry Kittles,8966667
NJN,Jim McIlvaine,4400000
NJN,Kenyon Martin,4067160
NJN,Rodney Rogers,2796000
NJN,Aaron Williams,2700000
NJN,Lucious Harris,2640000
NJN,Jamie Feick,2600000
NJN,Chris Childs,1750000
NJN,Richard Jefferson,1482840
NJN,Jason Collins,1147440
NJN,Brandon Armstrong,930720
NJN,Anthony Johnson,699935
NJN,Brian Scalabrine,512435
NJN,Tamar Slay,349458
PHI,Allen Iverson,12375000
PHI,Keith Van Horn,12072500
PHI,Derrick Coleman,9380000
PHI,Matt Geiger,8768480
PHI,Todd MacCulloch,4991800
PHI,Aaron McKie,4500000
PHI,Eric Snow,4125000
PHI,Greg Buckner,2400000
PHI,Kenny Thomas,1557684
PHI,Efthimi Rentzias,903360
PHI,Monty Williams,887435
PHI,Samuel Dalembert,691100
PHI,John Salmons,670800
PHI,Brian Skinner,637435
PHI,Kenny Satterfield,512435
PHI,Sam Clancy,349458
BOS,Vin Baker,12375000
BOS,Antoine Walker,12375000
BOS,Paul Pierce,10067750
BOS,Eric Williams,5004000
BOS,Tony Battie,4000000
BOS,Tony Delk,2700000
BOS,Shammond Williams,2000000
BOS,Kedrick Brown,1643040
BOS,Walter McCarty,762435
BOS,Bruno Sundov,637435
BOS,Ruben Wolkowyski,587435
BOS,J.R. Bremer,349458
BOS,Mikki Moore,46642
ORL,Grant Hill,12072500
ORL,Tracy McGrady,12072500
ORL,Darrell Armstrong,4010000
ORL,Jud Buechler,3450000
ORL,Andrew DeClercq,3262500
ORL,Mike Miller,2668080
ORL,Horace Grant,2661538
ORL,Pat Garrity,2350000
ORL,Patrick Ewing,1850000
ORL,Steven Hunter,1338240
ORL,Ryan Humphrey,1063680
ORL,Shawn Kemp,1030000
ORL,Jeryl Sasser,969480
ORL,Jacque Vaughn,699935
ORL,Olumide Oyedeji,587435
ORL,Pat Burke,349458
WAS,Jerry Stackhouse,6375000
WAS,Loy Vaught,5364964
WAS,Christian Laettner,5062500
WAS,Jahidi White,4903750
WAS,Larry Hughes,4546000
WAS,Kwame Brown,3974760
WAS,George McCloud,2599900
WAS,Lorenzo Williams,2068000
WAS,Tyronn Lue,1870000
WAS,Etan Thomas,1597200
WAS,Jared Jeffries,1594920
WAS,Bryon Russell,1400000
WAS,Juan Dixon,1172400
WAS,Brendan Haywood,1051920
WAS,Michael Jordan,1030000
WAS,Charles Oakley,1030000
WAS,Brian Cardinal,587435
WAS,Bobby Simmons,337457
WAS,Ratko Varda,124984
NYK,Allan Houston,14343750
NYK,Antonio McDyess,12600000
NYK,Latrell Sprewell,12375000
NYK,Larry Johnson,9610714
NYK,Luc Longley,6900000
NYK,Shandon Anderson,6100000
NYK,Charlie Ward,5570000
NYK,Howard Eisley,5312500
NYK,Clarence Weatherspoon,4991800
NYK,Kurt Thomas,4903750
NYK,Travis Knight,4000000
NYK,Othella Harrington,2700000
NYK,Michael Doleac,1400000
NYK,Frank Williams,832560
NYK,Mark Pope,637435
NYK,Lee Nailon,587435
NYK,Lavor Postell,587435
MIA,Alonzo Mourning,20629800
MIA,Eddie Jones,11212500
MIA,Brian Grant,11027862
MIA,Anthony Carter,3656250
MIA,LaPhonso Ellis,3100000
MIA,Caron Butler,1678800
MIA,Travis Best,1400000
MIA,Vladimir Stepania,1350000
MIA,Eddie House,637435
MIA,Sean Marks,612435
MIA,Malik Allen,512435
MIA,Mike James,512435
MIA,Rasual Butler,349458
MIA,Ken Johnson,349458
MIA,Sean Lampley,349458
DET,Clifford Robinson,8421875
DET,Ben Wallace,5200000
DET,Chauncey Billups,4546000
DET,Corliss Williamson,4500000
DET,Zeljko Rebraca,3850000
DET,Chucky Atkins,3600000
DET,Jon Barry,3175000
DET,Hubert Davis,2687500
DET,Richard Hamilton,2681783
DET,Michael Curry,2600000
DET,Mikki Moore,2412500
DET,Don Reid,1100000
DET,Mehmet Okur,1000000
DET,Tayshaun Prince,903360
DET,Pepe Sanchez,587435
DET,Bobby Simmons,512435
IND,Reggie Miller,12046473
IND,Austin Croshere,6960000
IND,Jermaine O'Neal,6900000
IND,Ron Mercer,6750000
IND,Al Harrington,5060000
IND,Brad Miller,4800000
IND,Jonathan Bender,3226745
IND,Metta World Peace,1904860
IND,Jeff Foster,1571335
IND,Fred Jones,1367400
IND,Primoz Brezec,805320
IND,Jamaal Tinsley,805320
IND,Erick Strickland,762435
IND,Jamison Brewer,512435
NOH,Elden Campbell,8050000
NOH,Jamal Mashburn,7750000
NOH,P.J. Brown,7044800
NOH,Baron Davis,3942922
NOH,David Wesley,3600000
NOH,George Lynch,2600000
NOH,Stacey Augmon,2400000
NOH,Jerome Moiso,1681200
NOH,Courtney Alexander,1517280
NOH,Matt Bullard,1430000
NOH,Bryce Drew,1300000
NOH,Kirk Haston,1271400
NOH,Jamaal Magloire,1121280
NOH,Robert Traylor,750000
MIL,Ray Allen,12375000
MIL,Tim Thomas,10750000
MIL,Toni Kukoc,8050000
MIL,Jason Caffey,5250000
MIL,Sam Cassell,4850000
MIL,Anthony Mason,4370819
MIL,Ervin Johnson,3998679
MIL,Michael Redd,3000000
MIL,Joel Przybilla,1862880
MIL,Marcus Haislip,1439400
MIL,Kevin Ollie,1000000
MIL,Dan Gadzuric,349458
MIL,Ronald Murray,349458
MIL,Jamal Sampson,349458
ATL,Shareef Abdur-Rahim,12375000
ATL,Glenn Robinson,9860000
ATL,Theo Ratliff,9375000
ATL,Alan Henderson,7091250
ATL,Nazr Mohammed,4750000
ATL,Chris Crawford,2750000
ATL,DerMarr Johnson,2423280
ATL,Jason Terry,2153934
ATL,Dion Glover,1584312
ATL,Emanual Davis,824935
ATL,Dan Dickau,776880
ATL,Darvin Ham,699935
ATL,Ira Newble,587435
ATL,Matt Maloney,170716
ATL,Amal McCaskill,143277
ATL,Antonio Harvey,60361
ATL,Mike Wilks,55402
ATL,Paul Shirley,29832
CHI,Jalen Rose,12072500
CHI,Eddie Robinson,5687000
CHI,Donyell Marshall,4186542
CHI,Tyson Chandler,3556200
CHI,Jay Williams,3451920
CHI,Marcus Fizer,2946240
CHI,Eddy Curry,2879280
CHI,Jamal Crawford,2026680
CHI,Greg Anthony,1500000
CHI,Corie Blount,1400000
CHI,Fred Hoiberg,1400000
CHI,Dalibor Bagaric,830947
CHI,Rick Brunson,699935
CHI,Erick Barkley,682500
CHI,Trenton Hassell,512435
CHI,Lonny Baxter,349458
CHI,Roger Mason,349458
TOR,Antonio Davis,12000000
TOR,Vince Carter,10067750
TOR,Hakeem Olajuwon,5694231
TOR,Alvin Williams,5350000
TOR,Jerome Williams,5250000
TOR,Lamond Murray,4125000
TOR,Lindsey Hunter,3870912
TOR,Eric Montross,2720000
TOR,Michael Bradley,1207800
TOR,Morris Peterson,1033320
TOR,Mamadou N'Diaye,848520
TOR,Voshon Lenard,824935
TOR,Chris Jefferies,781800
TOR,Jelani McCoy,637435
TOR,Greg Foster,401951
TOR,Nate Huffman,349458
TOR,Jermaine Jackson,171932
TOR,Rafer Alston,37344
TOR,Art Long,35819
CLE,Zydrunas Ilgauskas,12375000
CLE,Tyrone Hill,6600000
CLE,Nick Anderson,6101906
CLE,Ricky Davis,4546000
CLE,Michael Stewart,4160000
CLE,Darius Miles,3267960
CLE,Bimbo Coles,2400000
CLE,Dajuan Wagner,2298840
CLE,Chris Mihm,2212200
CLE,DeSagana Diop,1980600
CLE,Jumaine Jones,1419026
CLE,J.R. Reid,800000
CLE,Milt Palacio,750000
CLE,Carlos Boozer,349458
CLE,Smush Parker,349458
SAS,Tim Duncan,12072500
SAS,David Robinson,10500000
SAS,Steve Smith,9900000
SAS,Danny Ferry,4546000
SAS,Malik Rose,4370000
SAS,Bruce Bowen,3550000
SAS,Steve Kerr,2625000
SAS,Manu Ginobili,1325000
SAS,Speedy Claxton,1076400
SAS,Kevin Willis,1030000
SAS,Tony Parker,800400
SAS,Stephen Jackson,699935
SAS,Mengke Bateer,512453
SAS,Anthony Goldwire,139925
SAS,Devin Brown,34946
DAL,Michael Finley,11953125
DAL,Nick Van Exel,11061234
DAL,Dirk Nowitzki,10067750
DAL,Raef LaFrentz,7270000
DAL,Steve Nash,5750000
DAL,Tariq Abdul-Wahad,5625000
DAL,Avery Johnson,4991800
DAL,Shawn Bradley,4000000
DAL,Evan Eschmeyer,3103800
DAL,Eduardo Najera,3047620
DAL,Muggsy Bogues,1659120
DAL,Popeye Jones,1030000
DAL,Walt Williams,1030000
DAL,Danny Manning,900000
DAL,Adrian Griffin,637435
DAL,Raja Bell,612435
DAL,Adam Harrington,140636
DAL,Mark Strickland,60361
MIN,Kevin Garnett,25200000
MIN,Terrell Brandon,10175000
MIN,Joe Smith,4991800
MIN,Marc Jackson,3575000
MIN,Anthony Peeler,3350812
MIN,Wally Szczerbiak,2933187
MIN,Rasho Nesterovic,2436813
MIN,Troy Hudson,2000000
MIN,Kendall Gill,1030000
MIN,Rod Strickland,1030000
MIN,Gary Trent,824935
MIN,Loren Woods,662435
MIN,Felipe Lopez,637435
MIN,Igor Rakocevic,349458
MIN,Reggie Slater,321926
UTA,Karl Malone,19250000
UTA,John Stockton,7875000
UTA,Greg Ostertag,7799996
UTA,Matt Harpring,4000000
UTA,John Amaechi,2392500
UTA,Jarron Collins,1150000
UTA,Curtis Borchardt,1113720
UTA,Mark Jackson,1030000
UTA,Calbert Cheaney,1000000
UTA,Donyell Marshall,1000000
UTA,DeShawn Stevenson,952320
UTA,Andrei Kirilenko,893400
UTA,Tony Massenburg,741098
UTA,Scott Padgett,612435
UTA,Raul Lopez,578160
UTA,Carlos Arroyo,546000
HOU,Glen Rice,9200000
HOU,Maurice Taylor,7150000
HOU,Kelvin Cato,6696000
HOU,Cuttino Mobley,4903750
