BOS,Kevin Garnett,18800000
BOS,Paul Pierce,13876321
BOS,Ray Allen,10000000
BOS,Rajon Rondo,9090911
BOS,Rasheed Wallace,6322320
BOS,Jermaine O'Neal,5765000
BOS,Nenad Krstic,5543116
BOS,Jeff Green,4455988
BOS,Glen Davis,3300000
BOS,Avery Bradley,1418160
BOS,Shaquille O'Neal,1352181
BOS,Delonte West,1069509
BOS,Von Wafer,915852
BOS,Chris Johnson,136509
NYK,Carmelo Anthony,17149243
NYK,Amar'e Stoudemire,16486611
NYK,Chauncey Billups,13150000
NYK,Ronny Turiaf,4000000
NYK,Corey Brewer,3703472
NYK,Kelenna Azubuike,3300000
NYK,Renaldo Balkman,1675000
NYK,Roger Mason,1400000
NYK,Anthony Carter,1352181
NYK,Toney Douglas,1071000
NYK,Shelden Williams,915852
NYK,Shawne Williams,885210
NYK,Bill Walker,854389
NYK,Andy Rautins,600000
NYK,Landry Fields,473604
PHI,Elton Brand,15959099
PHI,Andre Iguodala,12345250
PHI,Andres Nocioni,6850000
PHI,Jason Kapono,6641440
PHI,Louis Williams,5000000
PHI,Darius Songaila,4818000
PHI,Evan Turner,4602720
PHI,Spencer Hawes,2974320
PHI,Thaddeus Young,2901241
PHI,Marreese Speights,1773960
PHI,Jrue Holiday,1627920
PHI,Tony Battie,1352181
PHI,Craig Brackins,1306920
PHI,Jodie Meeks,762195
NJN,Deron Williams,14940152
NJN,Dan Gadzuric,7248325
NJN,Travis Outlaw,7000000
NJN,Sasha Vujacic,5475113
NJN,Anthony Morrow,4000000
NJN,Jordan Farmar,3750000
NJN,Brandan Wright,3398072
NJN,Johan Petro,3250000
NJN,Kris Humphries,3200000
NJN,Brook Lopez,2413320
NJN,Damion James,1156320
NJN,Quinton Ross,1146337
NJN,Stephen Graham,992680
NJN,Ben Uzoh,473604
NJN,Orien Greene,52066
TOR,Peja Stojakovic,14896000
TOR,Jose Calderon,9000000
TOR,Andrea Bargnani,8500000
TOR,Leandro Barbosa,7100000
TOR,Reggie Evans,5080000
TOR,Amir Johnson,5000000
TOR,Linas Kleiza,4995000
TOR,Julian Wright,2858057
TOR,DeMar DeRozan,2453880
TOR,Jerryd Bayless,2292600
TOR,Ed Davis,1919160
TOR,James Johnson,1713600
TOR,Alexis Ajinca,1467840
TOR,Joey Dorsey,854389
TOR,Sonny Weems,854389
TOR,Solomon Alabi,770000
TOR,Sundiata Gaines,89670
TOR,Trey Johnson,89670
TOR,Ronald Dupree,58393
CHI,Carlos Boozer,14400000
CHI,Luol Deng,11345000
CHI,Derrick Rose,5546160
CHI,Kyle Korver,5000000
CHI,Ronnie Brewer,4790000
CHI,Joakim Noah,3128536
CHI,C.J. Watson,3100000
CHI,Omer Asik,1721000
CHI,Keith Bogans,1600000
CHI,Kurt Thomas,1352181
CHI,Brian Scalabrine,1229255
CHI,Taj Gibson,1117680
CHI,John Lucas,208264
IND,Danny Granger,10973202
IND,Mike Dunleavy,10561984
IND,T.J. Ford,8500000
IND,James Posey,7148800
IND,Jeff Foster,6655000
IND,Jamaal Tinsley,5500000
IND,Dahntay Jones,2500000
IND,Paul George,2238360
IND,Brandon Rush,2069049
IND,Tyler Hansbrough,1998600
IND,Roy Hibbert,1685280
IND,Solomon Jones,1500000
IND,Darren Collison,1361040
IND,Josh McRoberts,885120
IND,A.J. Price,762195
IND,Lance Stephenson,750000
MIL,Michael Redd,18300000
MIL,Andrew Bogut,11000000
MIL,Corey Maggette,9600000
MIL,John Salmons,8000000
MIL,Drew Gooden,5760000
MIL,Carlos Delfino,3500000
MIL,Brandon Jennings,2331120
MIL,Ersan Ilyasova,2320500
MIL,Keyon Dooling,2000000
MIL,Larry Sanders,1731960
MIL,Earl Boykins,1352181
MIL,Jon Brockman,1000000
MIL,Chris Douglas-Roberts,854389
MIL,Luc Mbah a Moute,854389
MIL,Brian Skinner,270436
MIL,Darington Hobson,103078
MIL,Garrett Temple,98637
DET,Richard Hamilton,12500000
DET,Tayshaun Prince,11148760
DET,Ben Gordon,10800000
DET,Charlie Villanueva,7020000
DET,Jason Maxiell,5000000
DET,Will Bynum,3250000
DET,Chris Wilcox,3000000
DET,Greg Monroe,2798040
DET,Rodney Stuckey,2767126
DET,Ben Wallace,2080000
DET,Austin Daye,1803720
DET,Tracy McGrady,1352181
DET,Jonas Jerebko,762195
DET,DaJuan Summers,762195
DET,Terrico White,473604
CLE,Antawn Jamison,13358905
CLE,Baron Davis,13000000
CLE,Anderson Varejao,7281818
CLE,Daniel Gibson,4015334
CLE,Ramon Sessions,3964320
CLE,Anthony Parker,2855700
CLE,Ryan Hollins,2333333
CLE,J.J. Hickson,1528920
CLE,Christian Eyenga,1020960
CLE,Joey Graham,992680
CLE,Leon Powe,915852
CLE,Samardo Samuels,500000
CLE,Alonzo Gee,479735
CLE,Semih Erden,473604
CLE,Luke Harangody,473604
CLE,Manny Harris,473604
CLE,Jawad Williams,321652
MIA,LeBron James,14500000
MIA,Chris Bosh,14500000
MIA,Dwyane Wade,14200000
