BOS,Kevin Garnett,21247044
BOS,Paul Pierce,15333334
BOS,Rajon Rondo,10045455
BOS,Ray Allen,10000000
BOS,Jermaine O'Neal,6226200
BOS,Brandon Bass,4250000
BOS,Chris Wilcox,3000000
BOS,Keyon Dooling,2246400
BOS,Avery Bradley,1524480
BOS,Marquis Daniels,1223166
BOS,Sasha Pavlovic,1223166
BOS,Mickael Pietrus,1223166
BOS,JaJuan Johnson,1042320
BOS,Greg Stiemsma,762195
BOS,E'Twaun Moore,473604
NYK,Carmelo Anthony,18518574
NYK,Amar'e Stoudemire,18217705
NYK,Tyson Chandler,13107837
NYK,Chauncey Billups,12199968
NYK,J.R. Smith,2382353
NYK,Renaldo Balkman,1675000
NYK,Iman Shumpert,1563120
NYK,Baron Davis,1352181
NYK,Mike Bibby,1352181
NYK,Jared Jeffries,1229255
NYK,Toney Douglas,1145640
NYK,Steve Novak,992680
NYK,Landry Fields,762195
NYK,Jeremy Lin,762195
NYK,Josh Harrellson,473604
NYK,Jerome Jordan,473604
PHI,Elton Brand,17059727
PHI,Andre Iguodala,13531750
PHI,Thaddeus Young,7478261
PHI,Andres Nocioni,6650000
PHI,Louis Williams,5176000
PHI,Evan Turner,4947840
PHI,Spencer Hawes,4051024
PHI,Jrue Holiday,1741440
PHI,Nikola Vucevic,1645400
PHI,Craig Brackins,1404960
PHI,Tony Battie,1352181
PHI,Jodie Meeks,854389
PHI,Lavoy Allen,473604
PHI,Francisco Elson,305792
TOR,Jose Calderon,9780992
TOR,Andrea Bargnani,9250000
TOR,Leandro Barbosa,7600000
TOR,Amir Johnson,5500000
TOR,Linas Kleiza,4605000
TOR,Jerryd Bayless,3042280
TOR,DeMar DeRozan,2625000
TOR,Aaron Gray,2500000
TOR,Ed Davis,2063040
TOR,James Johnson,1833120
TOR,Gary Forbes,1500000
TOR,Anthony Carter,1352181
TOR,Jamaal Magloire,1352181
TOR,Rasual Butler,1229255
TOR,Solomon Alabi,830000
NJN,Deron Williams,16359805
NJN,Mehmet Okur,10890000
NJN,Kris Humphries,8000000
NJN,Travis Outlaw,4000000
NJN,Anthony Morrow,4000000
NJN,Jordan Farmar,4000000
NJN,Johan Petro,3250000
NJN,Brook Lopez,3076983
NJN,Shawne Williams,3000000
NJN,DeShawn Stevenson,2500000
NJN,Damion James,1243080
NJN,MarShon Brooks,1110120
NJN,Shelden Williams,992680
NJN,Sundiata Gaines,854389
NJN,Keith Bogans,848266
NJN,Jordan Williams,473604
NJN,Gerald Green,443181
NJN,Dennis Horner,91642
NJN,Larry Owens,86052
NJN,Andre Emmett,61433
CHI,Carlos Boozer,13500000
CHI,Luol Deng,12325000
CHI,Joakim Noah,12000000
CHI,Derrick Rose,6993708
CHI,Richard Hamilton,5000000
CHI,Kyle Korver,5000000
CHI,Ronnie Brewer,4710000
CHI,C.J. Watson,3400000
CHI,Omer Asik,1857500
CHI,Brian Scalabrine,1352181
CHI,Taj Gibson,1195680
CHI,Jimmy Butler,1020960
CHI,John Lucas,915852
CHI,Mike James,277566
IND,Danny Granger,12015904
IND,David West,10000000
IND,James Posey,7595600
IND,Jeff Foster,3000000
IND,Dahntay Jones,2700000
IND,Roy Hibbert,2588590
IND,Paul George,2406240
IND,Louis Amundson,2403000
IND,Tyler Hansbrough,2138040
IND,George Hill,2086360
IND,Jeff Pendergraph,1500000
IND,Darren Collison,1455960
IND,A.J. Price,854389
IND,Lance Stephenson,810000
MIL,Andrew Bogut,12000000
MIL,Stephen Jackson,9256500
MIL,Beno Udrih,6925400
MIL,Drew Gooden,6226200
MIL,Luc Mbah a Moute,5000000
MIL,Mike Dunleavy,3750000
MIL,Shaun Livingston,3500000
MIL,Carlos Delfino,3500000
MIL,Ersan Ilyasova,2541000
MIL,Brandon Jennings,2493720
MIL,Larry Sanders,1861920
MIL,Tobias Harris,1418160
MIL,Jon Brockman,1000000
MIL,Jon Leuer,473604
MIL,Darington Hobson,245884
DET,Richard Hamilton,12500000
DET,Ben Gordon,11600000
DET,Rodney Stuckey,8500000
DET,Charlie Villanueva,7540000
DET,Tayshaun Prince,6292135
DET,Jason Maxiell,5000000
DET,Jonas Jerebko,4500000
DET,Will Bynum,3250000
DET,Greg Monroe,3007920
DET,Brandon Knight,2563320
DET,Ben Wallace,2246400
DET,Austin Daye,1929600
DET,Damien Wilkins,1146337
DET,Vernon Macklin,473604
DET,Walker Russell,374289
CLE,Antawn Jamison,15076715
CLE,Baron Davis,13900000
CLE,Anderson Varejao,7700000
CLE,Kyrie Irving,5144280
CLE,Daniel Gibson,4403834
CLE,Ramon Sessions,4257973
CLE,Tristan Thompson,3726600
CLE,Ryan Hollins,2483333
CLE,Anthony Parker,2250000
CLE,Omri Casspi,1341960
CLE,Christian Eyenga,1097520
CLE,Alonzo Gee,854389
CLE,Semih Erden,762195
CLE,Luke Harangody,762195
CLE,Samardo Samuels,762195
CLE,Mychel Thompson,168035
CLE,Manny Harris,122942
CLE,Ben Uzoh,61433
MIA,Chris Bosh,16022500
MIA,LeBron James,16022500
MIA,Dwyane Wade,15691000
MIA,Mike Miller,5400000
MIA,Mario Chalmers,4000000
MIA,Udonis Haslem,3780000
MIA,Joel Anthony,3600000
MIA,Shane Battier,3000000
MIA,James Jones,1500000
MIA,Juwan Howard,1352181
MIA,Eddy Curry,1229255
MIA,Norris Cole,1035960
MIA,Dexter Pittman,762195
MIA,Terrel Harris,473604
MIA,Mickell Gladness,248263
ATL,Joe Johnson,18038573
ATL,Josh Smith,12400000
ATL,Al Horford,12000000
ATL,Kirk Hinrich,8100000
ATL,Marvin Williams,7500000
ATL,Zaza Pachulia,4750000
ATL,Jeff Teague,1579920
ATL,Jerry Stackhouse,1352181
ATL,Vladimir Radmanovic,1352181
ATL,Tracy McGrady,1352181
ATL,Jason Collins,1352181
ATL,Willie Green,1223166
ATL,Jannero Pargo,1223166
ATL,Erick Dampier,850522
ATL,Ivan Johnson,473604
ATL,Donald Sloan,122237
ORL,Gilbert Arenas,19269307
ORL,Dwight Howard,18091770
ORL,Hedo Turkoglu,11015850
ORL,Jameer Nelson,7800000
ORL,J.J. Redick,6750000
ORL,Glen Davis,6300000
ORL,Jason Richardson,5395000
ORL,Chris Duhon,3500000
ORL,Quentin Richardson,2446600
ORL,Ryan Anderson,2244601
ORL,Earl Clark,1160000
ORL,Daniel Orton,1105560
ORL,Ishmael Smith,522486
ORL,Justin Harper,473604
ORL,DeAndre Liggins,473604
ORL,Larry Hughes,414443
WAS,Rashard Lewis,21136631
WAS,Andray Blatche,6442083
WAS,John Wall,5530080
WAS,Ronny Turiaf,4360000
WAS,Nick Young,3695857
WAS,Jan Vesely,3065040
WAS,JaVale McGee,2462400
WAS,Kevin Seraphin,1680360
WAS,Chris Singleton,1485000
WAS,Trevor Booker,1294920
WAS,Maurice Evans,1223166
WAS,Roger Mason,1146337
WAS,Jordan Crawford,1120440
WAS,Shelvin Mack,473604
WAS,Hamady N'Diaye,270427
CHA,Corey Maggette,10262069
CHA,Boris Diaw,9000000
CHA,Tyrus Thomas,7305765
CHA,DeSagana Diop,6925400
CHA,Matt Carroll,3900000
CHA,D.J. Augustin,3236470
CHA,Bismack Biyombo,2798040
CHA,Eduardo Najera,2750000
CHA,Reggie Williams,2500000
CHA,Kemba Walker,2356320
CHA,Gerald Henderson,2250600
CHA,D.J. White,2001167
CHA,Byron Mullens,1288200
CHA,Derrick Brown,854389
CHA,Cory Higgins,473604
OKC,Kevin Durant,15506632
OKC,Kendrick Perkins,7123626
OKC,Russell Westbrook,5082416
OKC,James Harden,4604760
OKC,Nate Robinson,4500000
OKC,Nazr Mohammed,3750000
OKC,Daequan Cook,3341558
OKC,Thabo Sefolosha,3300000
OKC,Nick Collison,3272997
OKC,Cole Aldrich,2286000
OKC,Eric Maynor,1516680
OKC,Serge Ibaka,1288200
OKC,Royal Ivey,1200000
OKC,Reggie Jackson,1156320
OKC,Lazar Hayward,1097520
OKC,Ryan Reid,475000
DEN,Nene,13000000
DEN,Andre Miller,7807728
DEN,Arron Afflalo,7562500
DEN,Al Harrington,6226200
DEN,Chris Andersen,4234000
DEN,Danilo Gallinari,4190182
DEN,Timofey Mozgov,3343896
DEN,Corey Brewer,3059000
DEN,Kosta Koufos,2203792
DEN,Rudy Fernandez,2180443
DEN,Ty Lawson,1654440
DEN,Kenneth Faried,1254720
DEN,Jordan Hamilton,1073286
DEN,Julyan Stone,473604
DEN,DeMarre Carroll,289382
UTA,Al Jefferson,14000000
UTA,Devin Harris,9319000
UTA,Paul Millsap,8103435
UTA,Derrick Favors,4443360
UTA,Enes Kanter,4133280
UTA,C.J. Miles,3700000
UTA,Raja Bell,3240000
UTA,Gordon Hayward,2532960
UTA,Josh Howard,2150000
UTA,Alec Burks,2020200
UTA,Earl Watson,2000000
UTA,Jeremy Evans,762195
UTA,DeMarre Carroll,544331
POR,Brandon Roy,16032144
POR,LaMarcus Aldridge,12372000
POR,Marcus Camby,11227250
POR,Gerald Wallace,9500000
POR,Raymond Felton,7560000
POR,Wesley Matthews,6135160
POR,Jamal Crawford,5000000
POR,Nicolas Batum,2155365
POR,Luke Babbitt,1768800
POR,Greg Oden,1500000
POR,Elliot Williams,1348800
POR,Nolan Smith,1306920
POR,Joel Przybilla,1145027
POR,Craig Smith,992680
POR,Chris Johnson,762195
POR,Armon Johnson,762195
MIN,Michael Beasley,6262347
MIN,Martell Webster,5256000
MIN,Darko Milicic,4776500
MIN,Brad Miller,4752000
MIN,Kevin Love,4609701
MIN,Derrick Williams,4602720
MIN,Nikola Pekovic,4503600
MIN,Jose Barea,4300000
MIN,Wesley Johnson,4006080
MIN,Luke Ridnour,3680000
MIN,Ricky Rubio,3480120
MIN,Anthony Randolph,2911231
MIN,Anthony Tolliver,2050000
MIN,Wayne Ellington,1154040
MIN,Malcolm Lee,500000
LAL,Kobe Bryant,25244493
LAL,Pau Gasol,18714150
LAL,Andrew Bynum,14900000
LAL,Metta World Peace,6790640
LAL,Luke Walton,5680000
LAL,Steve Blake,4000000
LAL,Derek Fisher,3400000
LAL,Josh McRoberts,3000000
LAL,Matt Barnes,1906200
LAL,Troy Murphy,1352181
LAL,Jason Kapono,1223166
LAL,Devin Ebanks,762195
LAL,Andrew Goudelock,473604
LAL,Darius Morris,473604
LAL,Derrick Caracter,270427
LAL,Gerald Green,73818
LAC,Chris Paul,16359805
LAC,DeAndre Jordan,10079404
LAC,Mo Williams,8500000
LAC,Caron Butler,8000000
LAC,Blake Griffin,5731080
LAC,Randy Foye,4250000
LAC,Ryan Gomes,4000000
LAC,Kenyon Martin,2500000
LAC,Chauncey Billups,2000032
LAC,Eric Bledsoe,1596360
LAC,Reggie Evans,1229255
LAC,Brian Cook,1223166
LAC,Bobby Simmons,594836
LAC,Travis Leslie,473604
LAC,Trey Thompkins,473604
LAC,Solomon Jones,280234
LAC,Courtney Fortson,42009
PHO,Vince Carter,18300000
PHO,Steve Nash,11689062
PHO,Marcin Gortat,6790640
PHO,Grant Hill,6500000
PHO,Josh Childress,6000000
PHO,Channing Frye,5600000
PHO,Mickael Pietrus,5300000
PHO,Jared Dudley,4250000
PHO,Hakim Warrick,4000000
PHO,Shannon Brown,3500000
PHO,Robin Lopez,2862602
PHO,Markieff Morris,1919160
PHO,Sebastian Telfair,1500000
PHO,Michael Redd,1308506
PHO,Ronnie Price,1069509
PHO,Garret Siler,51097
GSW,David Lee,11610000
GSW,Monta Ellis,11000000
GSW,Andris Biedrins,9000000
GSW,Kwame Brown,6750000
GSW,Charlie Bell,4099920
GSW,Dorell Wright,3823000
GSW,Ekpe Udoh,3294960
GSW,Stephen Curry,3117120
GSW,Brandon Rush,2956658
GSW,Klay Thompson,2126520
GSW,Nate Robinson,983307
GSW,Dominic McGuire,915852
GSW,Jeremy Tyler,650000
GSW,Charles Jenkins,473604
GSW,Chris Wright,473604
GSW,Earl Barron,185588
GSW,Ishmael Smith,116768
SAC,John Salmons,8500000
SAC,Marcus Thornton,7000000
SAC,Francisco Garcia,5800000
SAC,Chuck Hayes,5250000
SAC,Tyreke Evans,4151640
SAC,DeMarcus Cousins,3627720
SAC,Jason Thompson,3001284
SAC,Travis Outlaw,3000000
SAC,J.J. Hickson,2354537
SAC,Jimmer Fredette,2238360
SAC,Donte Greene,2015896
SAC,Tyler Honeycutt,775000
SAC,Hassan Whiteside,762195
SAC,Isaiah Thomas,473604
SAS,Tim Duncan,21164619
SAS,Manu Ginobili,12981038
SAS,Tony Parker,12500000
SAS,Richard Jefferson,9282000
SAS,Tiago Splitter,3672000
SAS,Matt Bonner,3315000
SAS,Antonio McDyess,2640000
SAS,Kawhi Leonard,1731960
SAS,James Anderson,1463520
SAS,T.J. Ford,1146337
SAS,Cory Joseph,1028400
SAS,DeJuan Blair,986000
SAS,Danny Green,854389
SAS,Gary Neal,762195
SAS,Malcolm Thomas,103104
SAS,Ike Diogu,64028
SAS,Eric Dawson,38172
MEM,Zach Randolph,15200000
MEM,Rudy Gay,15032144
MEM,Marc Gasol,12922194
MEM,Mike Conley,6611571
MEM,O.J. Mayo,5632637
MEM,Tony Allen,3150000
MEM,Marreese Speights,2721255
MEM,Darrell Arthur,2027119
MEM,Dante Cunningham,2000000
MEM,Hamed Haddadi,1300000
MEM,Quincy Pondexter,1153800
MEM,Jeremy Pargo,1000000
MEM,Sam Young,947800
MEM,Josh Selby,550000
MEM,Josh Davis,314041
MEM,Brian Skinner,65446
DAL,Dirk Nowitzki,19092873
DAL,Jason Terry,11158000
DAL,Jason Kidd,10121000
DAL,Lamar Odom,8900000
DAL,Shawn Marion,8022449
DAL,Brendan Haywood,7624500
DAL,Vince Carter,3000000
DAL,Brian Cardinal,1352181
DAL,Rodrigue Beaubois,1236720
DAL,Dominique Jones,1193280
DAL,Delonte West,1146337
DAL,Yi Jianlian,827197
DAL,Andy Rautins,788872
HOU,Kevin Martin,11519840
HOU,Luis Scola,8591793
HOU,Samuel Dalembert,7000000
HOU,Kyle Lowry,5750000
HOU,Hasheem Thabeet,5127720
HOU,Jonny Flynn,3414720
HOU,Jordan Hill,2855760
HOU,Terrence Williams,2369040
HOU,Courtney Lee,2225093
HOU,Goran Dragic,2108000
HOU,Patrick Patterson,1959960
HOU,Marcus Morris,1823280
HOU,Chase Budinger,854389
HOU,Chandler Parsons,850000
HOU,Greg Smith,301733
HOU,Jeff Adrien,270427
NOH,Chris Kaman,14030000
NOH,Emeka Okafor,12541812
NOH,Carl Landry,8500000
NOH,Trevor Ariza,6790640
NOH,Jarrett Jack,5000000
NOH,Eric Gordon,3831184
NOH,Marco Belinelli,3377604
NOH,Al-Farouq Aminu,2755560
NOH,Jason Smith,2500000
NOH,Xavier Henry,2171640
NOH,Gustavo Ayon,1567500
NOH,Greivis Vasquez,1113600
NOH,Lance Thomas,328444
NOH,DaJuan Summers,303137
NOH,Jeff Foote,225341
NOH,Carldell Johnson,168035
NOH,Solomon Jones,160119
NOH,Donald Sloan,76392
