MIA,Alonzo Mourning,9380000
MIA,Tim Hardaway,2500000
MIA,Dan Majerle,2350000
MIA,P.J. Brown,2000000
MIA,Sasha Danilovic,1892000
MIA,Kurt Thomas,1238000
MIA,Keith Askins,650000
MIA,Gary Grant,500000
MIA,Martin Muursepp,401000
MIA,Ed Pinckney,300000
MIA,Isaac Austin,247500
MIA,Tony Farmer,247500
MIA,Voshon Lenard,247500
MIA,Mark Strickland,247500
MIA,James Scott,220000
NYK,Larry Johnson,5004000
NYK,Allan Houston,5000000
NYK,Patrick Ewing,3000000
NYK,Chris Childs,2600000
NYK,Charles Oakley,2600000
NYK,John Starks,1913000
NYK,Buck Williams,1193000
NYK,Charlie Ward,888000
NYK,John Wallace,785000
NYK,Herb Williams,757000
NYK,Walter McCarty,750000
NYK,Dontae' Jones,691000
NYK,Scott Brooks,247500
NYK,Chris Jent,247500
NYK,Eric Leckner,247500
ORL,Horace Grant,14857000
ORL,Anfernee Hardaway,6655000
ORL,Brian Shaw,4000000
ORL,Nick Anderson,3790000
ORL,Rony Seikaly,3752000
ORL,Dennis Scott,3000000
ORL,Clifford Rozier,1040000
ORL,David Vaughn,614000
ORL,Danny Schayes,575000
ORL,Brian Evans,551000
ORL,Darrell Armstrong,410000
ORL,Derek Strong,247500
ORL,Gerald Wilkins,247500
ORL,Amal McCaskill,220000
ORL,Kenny Smith,190100
WSB,Juwan Howard,9750000
WSB,Chris Webber,8000000
WSB,Harvey Grant,4111000
WSB,Calbert Cheaney,3200000
WSB,Rod Strickland,3036000
WSB,Gheorghe Muresan,2363000
WSB,Tracy Murray,1700000
WSB,Lorenzo Williams,940000
WSB,Tim Legler,450000
WSB,Chris Whitney,400000
WSB,Ashraf Amaya,247500
WSB,Matt Fish,247500
WSB,Jaren Jackson,247500
WSB,Ben Wallace,247500
NJN,Shawn Bradley,5130000
NJN,Kendall Gill,3800000
NJN,Robert Pack,2700000
NJN,Kevin Edwards,2280000
NJN,Jayson Williams,2250000
NJN,Reggie Williams,2048000
NJN,Khalid Reeves,1752000
NJN,Yinka Dare,1448000
NJN,Kerry Kittles,1356000
NJN,Ed O'Bannon,1303000
NJN,David Benoit,508000
NJN,Xavier McDaniel,254000
NJN,Tony Massenburg,247500
NJN,Lloyd Daniels,184100
NJN,Robert Werdann,166000
PHI,Derrick Coleman,6739000
PHI,Scott Williams,2400000
PHI,Jerry Stackhouse,2286000
PHI,Allen Iverson,2267000
PHI,Don MacLean,1780000
PHI,Michael Cage,1473000
PHI,Rex Walters,1235000
PHI,Lucious Harris,1200000
PHI,Mark Bradtke,247500
PHI,Mark Davis,247500
PHI,Doug Overton,247500
PHI,Mark Hendrickson,247000
BOS,Dino Radja,5313000
BOS,Dana Barros,3400000
BOS,Dee Brown,3250000
BOS,Todd Day,2915000
BOS,Greg Minor,1800000
BOS,Pervis Ellison,1760000
BOS,Rick Fox,1750000
BOS,Antoine Walker,1620000
BOS,Frank Brickowski,1500000
BOS,Eric Williams,1008000
BOS,Alton Lister,500000
BOS,David Wesley,350000
BOS,Marty Conlon,247500
BOS,Steve Hamer,220000
BOS,Brett Szabo,220000
CHI,Michael Jordan,30140000
CHI,Dennis Rodman,9000000
CHI,Toni Kukoc,3960000
CHI,Ron Harper,3840000
